text,label,source,relevance
"मोटर यान
मोटर यान
ए(cid:274)ीगेटर (cid:465)दशा(cid:467)नद(cid:566)श
2025
साम(cid:274)ी क(cid:551) ता(cid:871)लका
(cid:292)(cid:232)तावना .................................................................................................. 3
यह (cid:464)रपोट(cid:91) (cid:873)कसके (cid:871)लए (cid:292)ासं(cid:876)गक हो सकती है .............................................................. 4
मोटर यान ए(cid:274)ीगेटर (cid:465)दशा(cid:467)नद(cid:566)श 2025 ..................................................................... 5
1. प(cid:464)रभाषाएं ......................................................................................... 5
2. (cid:465)दशा(cid:467)नद(cid:566)श(cid:585) क(cid:551) (cid:292)यो(cid:207)यता ........................................................................... 7
3. क(cid:581)(cid:289) सरकार (cid:622)वारा नाम (cid:467)न(cid:465)द(cid:91)(cid:231) ट पोट(cid:91)ल ................................................................ 8
4. लाइस(cid:581)स (cid:292)दान करन े",REQUIRES_REVIEW,MoRTH,LOW
"रजिस्ट्री स.ं डी.एल.- 33004/99 REGD. No. D. L.-33004/99
सी.जी.-डी.एल.-अ.-27062025-264187
CG-DxLx-xEG-I2D7H0x6x2x0 25-264187
xxxGIDExxx
असाधारण
EXTRAORDINARY
भाग II—खण्‍ड 3—उप-खण्ड‍ (i)
PART II—Section 3—Sub-section (i)
प्राजधकार स ेप्रकाजित
PUBLISHED BY AUTHORITY
स.ं 374] नई दिल्ली, बृहस्ट्प‍ जतवार, िनू 26, 2025/आर्ाढ़ 5, 1947
No. 374] NEW DELHI, THURSDAY, JUNE 26, 2025/ASHADHA 5, 1947
सड़क पररवहन और रािमाग ग मत्रं ालय
अजधसचू ना
नई दिल्ली, 25 िून, 2025
सा.का.जन. 417(अ).—केंद्रीय मोटर यान जनयमावली, 1989, जिनम ें केंद्र सरकार मोटर यान अजधजनयम, 1988
(1988 का 59) की धारा 64 के द्वारा प्रित्त िजियों का प्रयोग करते हुए संिोधन करने का प्रस्ट्ताव करती ह,ै में और
अजधक संिोधन करते हुए जनम्नजलजखत प्रारूप जनयमों को इस अजधजनयम की धारा 212 की उप-धारा (1) के द्वारा
यथावश्यक इसके द्वारा प्रभाजवत होने की संभावना वाले सभी व्यजियों की िानकारी के जलए एतिद्वारा प्रकाजित दकया
िाता ह;ै और एतिद्वारा नोरटस दिया िाता ह ै दक उि प्रारूप जनयमों को उस तारीख स े तीस दिन की अवजध समाप्त होने
के पश्चात ् जवचाराथग स्ट्व",COMPLIANT,MoRTH,HIGH
"रजिस्ट्री स.ं डी.एल.- 33004/99 REGD. No. D. L.-33004/99
सी.जी.-डी.एल.-अ.-30062025-264188
CG-DxLx-xEG-I3D0H0x6x2x0 25-264188
xxxGIDExxx
असाधारण
EXTRAORDINARY
भाग II—खण् ड 3—उप-खण्ड (i)
PART II—Section 3—Sub-section (i)
प्राजधकार स ेप्रकाजित
PUBLISHED BY AUTHORITY
स.ं 373] नई दिल्ली, बृहस्ट्प जतवार, िनू 26, 2025/आर्ाढ़ 5, 1947
No. 373] NEW DELHI, THURSDAY, JUNE 26, 2025/ASHADHA 5, 1947
सड़क पररवहन और रािमाग ग मत्रं ालय
अजधसचू ना
नई दिल्ली, 23 िून, 2025
सा.का.जन. 416(अ).—केंद्रीय मोटर यान जनयमावली, 1989, जिनम ें केंद्र सरकार मोटर यान अजधजनयम, 1988
(1988 का 59) की धारा 110 के द्वारा प्रित्त िजियों का प्रयोग करते हुए संिोधन करने का प्रस्ट्ताव करती ह,ै म ें और
अजधक संिोधन करते हुए जनम्नजलजखत प्रारूप कजतपय जनयमों को इस अजधजनयम की धारा 212 की उप-धारा (1) के
द्वारा यथावश्यक इसके द्वारा प्रभाजवत होने की संभावना वाले सभी व्यजियों की िानकारी के जलए एतिद्वारा प्रकाजित
दकया िाता ह;ै और एतिद्वारा नोरटस दिया िाता ह ै दक उि प्रारूप जनयमों को उस तारीख स े तीस दिन की अवजध समाप्त
होने के पश्चात् जवचाराथग ",COMPLIANT,MoRTH,HIGH
"रजिस्ट्री स.ं डी.एल.- 33004/99 REGD. No. D. L.-33004/99
सी.जी.-डी.एल.-अ.-27062025-264190
CG-DxLx-xEG-I2D7H0x6x2x0 25-264190
xxxGIDExxx
असाधारण
EXTRAORDINARY
भाग II—खण्‍ड 3—उप-खण्ड‍ (i)
PART II—Section 3—Sub-section (i)
प्राजधकार स ेप्रकाजित
PUBLISHED BY AUTHORITY
स.ं 372] नई दिल्ली, बृहस्ट्प‍ जतवार, िनू 26, 2025/आषाढ़ 5, 1947
No. 372] NEW DELHI, THURSDAY, JUNE 26, 2025/ASHADHA 5, 1947
सड़क पररवहन और रािमाग ग मत्रं ालय
अजधसचू ना
नई दिल्ली, 23 िून, 2025
सा.का.जन. 415(अ).—केंद्रीय मोटर यान जनयम, 1989, जिनमें केंद्र सरकार मोटर यान अजधजनयम, 1988
(1988 का 59) की धारा 110 और धारा 137 के उपबंध (क क) के द्वारा प्रित्त िजियों का प्रयोग करते हुए संिोधन
करने का प्रस्ट्ताव करती ह,ै में और अजधक संिोधन करते हुए जनम्नजलजखत प्रारूप जनयमों को इस अजधजनयम की धारा 212
की उप-धारा (1) के द्वारा यथावश्यक इसके द्वारा प्रभाजवत होने की संभावना वाले सभी व्यजियों की िानकारी के जलए
एतिद्वारा प्रकाजित दकया िाता ह;ै और एतिद्वारा नोरटस दिया िाता ह ै दक उि प्रारूप जनयमों को उस तारीख स े तीस
दिन की अवजध समाप्त होने के प",COMPLIANT,MoRTH,HIGH
"रजिस्ट्री स.ं डी.एल.- 33004/99 REGD. No. D. L.-33004/99
सी.जी.-डी.एल.-अ.-06062025-263647
CG-DxLx-xEG-I0D6H0x6x2x0 25-263647
xxxGIDExxx
असाधारण
EXTRAORDINARY
भाग II—खण्‍ड 3—उप-खण्ड‍ (ii)
PART II—Section 3—Sub-section (ii)
प्राजधकार स ेप्रकाजित
PUBLISHED BY AUTHORITY
स.ं 2430] नई दिल्ली, बृहस्ट्प‍ जतवार, िनू 5, 2025/ज्य‍ ष्े ‍ठ 15, 1947
No. 2430] NEW DELHI, THURSDAY, JUNE 5, 2025/JYAISTHA 15, 1947
सड़क पररवहन और रािमाग गमत्रं ालय
अजधसचू ना
नई दिल्ली, 4 िून, 2025
का.आ. 2489 (अ).— मोटर यान अजधजनयम, 1988 (1988 का 59) की धारा 162 में यह पररकल्पना की
गई ह ै दक केंद्रीय सरकार स्ट्वर्णमग काल के िौरान िर्ु गटना के पीजड़तों के नकिी रजहत उपचार के जलए एक स्ट्कीम बनाएगी
और ऐसी स्ट्कीम म ेंऐसे उपचार के जलए एक जनजध के सृिन के उपबंध समाजवष्ट होंग;े
और, सड़क पररवहन और रािमागग मंत्रालय न े “सड़क िर्ु गटना पीजड़तों का नकिी रजहत उपचार स्ट्कीम, 2025”
अजधसूजचत की ह;ै
और, सड़क पररवहन और रािमागग मंत्रालय ने स्ट्कीम के प्रभावी कायागन्वयन के जलए “सड़क िर्ु गटना पीजड़तों का
नकिी रजहत उपचार स्ट्कीम, 2025” के जलए म",REQUIRES_REVIEW,MoRTH,LOW
"44
भारत सरकार
GOVERNMENT OF INDIA
सड़क प(cid:229)रवहन और राजमाग(cid:170) मं(cid:253)ालय
क(cid:236)
अनुदान(cid:332) क(cid:236) (cid:202)यौरेवार मांग(cid:164)
DETAILED
DEMANDS FOR GRANTS
OF
MINISTRY OF ROAD TRANSPORT AND HIGHWAYS
FOR
2025-2026
िवषय सूची
TABLE OF CONTENTS
पृ(cid:7020) ठ
Pages
मांग सं. 86 - सड़क प(cid:7407)रवहन और राजमाग(cid:6981) म(cid:7074)ं ालय Demand No. 86 - Ministry of Road Transport and Highways 1-48
(cid:7079)ित(cid:7399)ान(cid:7298) और (cid:7079)ावधान(cid:7298) क(cid:7409) अनुमािनत शि(cid:7334) के िलए Estimated Strength of Establishments and Provisions therefor 49-50
बा(cid:7405) सहायता (cid:7079)ा(cid:7385) प(cid:7407)रयोजना(cid:7312) पर (cid:7390)य के िलए प(cid:7407)रयोजना-वार (cid:7079)ावधान Project-wise provision for expenditure on externally aided projects 51
बजट अनुमान 2025-26 म(cid:7286) (cid:7272).25 लाख और उससे (cid:6996) यादा के (cid:7018) यय (क(cid:7286)(cid:7076) (cid:7079)ायोिजत और के(cid:7008) (cid:7076) Statement showing broad details of expenditure (",COMPLIANT,MoRTH,HIGH
"रजिस्ट्री स.ं डी.एल.- 33004/99 REGD. No. D. L.-33004/99
सी.जी.-डी.एल.-अ.-23072025-264886
CG-DxLx-xEG-I2D3H0x7x2x0 25-264886
xxxGIDExxx
असाधारण
EXTRAORDINARY
भाग II—खण् ड 3—उप-खण्ड (ii)
PART II—Section 3—Sub-section (ii)
प्राजधकार स ेप्रकाजित
PUBLISHED BY AUTHORITY
स.ं 442] नई दिल्ली, सोमवार, िलु ाई 21, 2025/आर्ाढ़ 30, 1947
No. 442] NEW DELHI, MONDAY, JULY 21, 2025/ASHADHA 30, 1947
सड़क पररवहन और रािमाग गमत्रं ालय
अजधसचू ना
नई दिल्ली, 18 िुलाई, 2025
सा.का.जन. 485(अ).—केंद्रीय मोटर यान जनयमावली, 1989, जिनम ें केंद्रीय सरकार मोटर यान अजधजनयम,
1988 (1988 का 59) की धारा110 के द्वारा प्रित्त िजियों का प्रयोग करत े हुए संिोधन करने का प्रस्ट्ताव करती ह,ै म ें
और अजधक संिोधन करत े हुए जनम्नजलजखत कजतपय प्रारूप जनयमों को इस अजधजनयम की धारा 212 की उप-धारा (1) के
द्वारा यथावश्यक इसके द्वारा प्रभाजवत होने की संभावना वाले सभी व्यजियों की िानकारी के जलए एतिद्वारा प्रकाजित
दकया िाता ह;ै और एतिद्वारा नोरटस दिया िाता ह ै दक प्रारूप जनयमों पर उस तारीख से तीस दिन की अवजध समाप्त होन े
के बाि जवचार दकया िाएग",COMPLIANT,MoRTH,HIGH
"रजिस्ट्री स.ं डी.एल.- 33004/99 REGD. No. D. L.-33004/99
xxxGIDHxxx
xxxGIDExxx
ससीी..जजीी..--डडीी..एएलल..--अअ..--1155007722002255--226644667722
असाधारण
CCGG--DDLL--EE--1155007722002255--226644667722
EXTRAORDINARY
भाग II—खण् ड 3—उप-खण्ड (i)
PART II—Section 3—Sub-section (i)
प्राजधकार स ेप्रकाजित
PUBLISHED BY AUTHORITY
स.ं 424] नई दिल्ली, सोमवार, िलु ाई 14, 2025/आर्ाढ़ 23, 1947
No. 424] NEW DELHI, MONDAY, JULY 14, 2025/ASHADHA 23, 1947
सड़क पररवहन और रािमाग गमत्रं ालय
अजधसचू ना
नई दिल् ली, 11 िुलाई, 2025
सा.का.जन. 467(अ).—केंद्रीय मोटर यान जनयम, 1989 जनम्नजलजखत प्रारूप जनयम, जिसे केंद्रीय सरकार,
मोटर यान अजधजनयम, 1988 (1988 का 59) की धारा 64 के खंडों (ध) खंड (ध), (छ), (ि), (झ), (ट), (ि) और
(त),धारा 88 की उपधारा (14) के उप-खंड (v) खंड (ख), तथा धारा 211 द्वारा प्रित्त िजियों का प्रयोग करते हुए
कुछ जनयमों म ें और संिोधन करन े का प्रस्ट्ताव करती ह,ै को उि अजधजनयम की धारा 212 की उप-धारा (1) द्वारा
यथापेजित उनके द्वारा संभाव्य प्रभाजवत सभी व्यजियों की िानकारी के जलए प्रकाजित दकया िाता ह ैऔर एति",COMPLIANT,MoRTH,HIGH
"रजिस्ट्री स.ं डी.एल.- 33004/99 REGD. No. D. L.-33004/99
सी.जी.-डी.एल.-अ.-10072025-264508
CG-DxLx-xEG-I1D0H0x7x2x0 25-264508
xxxGIDExxx
असाधारण
EXTRAORDINARY
भाग II—खण् ड 3—उप-खण्ड (ii)
PART II—Section 3—Sub-section (ii)
प्राजधकार स ेप्रकाजित
PUBLISHED BY AUTHORITY
स.ं 2985] नई दिल्ली, बधु वार, िुलाई 9, 2025/आषाढ़ 18, 1947
No. 2985] NEW DELHI, WEDNESDAY, JULY 9, 2025/ASHADA 18, 1947
सड़क पररवहन और रािमाग गमत्रं ालय
अजधसचू ना
नई दिल्ली, 7 िुलाई, 2025
का.आ. 3052(अ).—केन्द्र सरकार मोटरयान अजधजनयम, 1988 की धारा 58 की उपधारा (3) एव ं धारा 110
की उपधारा (3) (क) द्वारा प्रित्त िजियों का प्रयोग करते हुए, इस अजधसूचना के िारी होन े की तारीख स े बारह माह की
अवजध के जलए भारत हवे ी इलेजररकल्स जलजमटेड हररद्वार, उत्तराखंड स े महान एनिने जलजमटेड (अडानी पावर),
ससंगरौली, मध्य प्रििे तक, संचलन के जलए एक िेनरेटर स्ट्टेटर जिसका अजधकतम सुरजित लिान भार/कुल सकल भार और
आकार सलं ग्न अनुसूची म ेंउजल्लजखत ह,ै अनुमोिन प्रिान करती ह।ै
अनसु चू ी
1. आर.आर.सी. ग्लोबल रोडवेि प्राइवेट जलजमटेड उपरोि संचलन के जलए भारत हवे ी",COMPLIANT,MoRTH,HIGH
"List of Amrit Sarovars by MoRTH (Road Wing)
Sr. No. State District Taluka Village Sarovar ID Name Of Sarovar
1 MADHYA PRADESH Rewa Semaria Tikuri 80344 Tikuri Sarovar
2 MADHYA PRADESH Rewa Huzur Umariha 80491 Itarua Sarovar
3 MADHYA PRADESH Satna Nagod Gangwariya 80584 Gangwariya Sarovar
4 MADHYA PRADESH Raisen Goharganj 80605 Khilli kheda Sarovar
5 MADHYA PRADESH Rewa Hanumana Dharampura 80606 Kudiya Sarovar
6 MADHYA PRADESH Raisen Goharganj Goharganj 80639 Goharganj Sarovar
7 MADHYA PRADESH Raisen Goharganj Goharganj 80631 Amoda Sarovar
8 MADHYA PRADESH Satna Raghurajnagar Chanpurwa 80652 Salaiya Sarovar
9 MADHYA PRADESH Raisen Begamganj Dhwaj 98341 Dhwaj Sarovar
10 MADHYA PRADESH Chhatarpur Rajnagar Tikuri 98317 Tikuri sarovar
11 MADHYA PRADESH Sagar Sagar Jerai 98369 Jerai Sarovar
12 MADHYA PRADESH Katni Murwara Chaka 98421 Chaka Sarovar
13 MADHYA PRADESH Rewa Raipur - Karchuliyan Naudhiya 98521 Naudhiya Sarowar
14 MADHYA PRADESH Satna Nagod Dureha 98499 Dureha Sarover
15 MADHYA PR",REQUIRES_REVIEW,MoRTH,LOW
